,Repeat,Subject,activation / control,Behavior,Event_Type,Time_Relative_sf,Duration_sf
618,2,C,activation,Approach hands to food,State point,747.78,0
619,2,C,activation,Approach hands to food,State point,750.53,0
620,2,C,activation,Approach hands to food,State point,752.571,0
621,2,C,activation,Approach hands to food,State point,754.988,0
622,2,C,activation,Approach hands to food,State point,756.28,0
623,2,C,activation,Approach hands to food,State point,762.821,0
624,2,C,activation,Approach hands to food,State point,766.529,0
625,2,C,activation,Approach hands to food,State point,777.279,0
626,2,C,activation,Approach hands to food,State point,778.571,0
627,2,C,activation,Approach hands to food,State point,780.363,0
628,2,C,activation,Approach hands to food,State point,781.737,0
629,2,C,activation,Approach hands to food,State point,784.904,0
630,2,C,activation,Approach hands to food,State point,786.529,0
631,2,C,activation,Approach hands to food,State point,804.195,0
632,2,C,activation,Approach hands to food,State point,808.945,0
633,2,C,activation,Approach hands to food,State point,809.654,0
634,2,C,activation,Approach hands to food,State point,811.32,0
635,2,C,activation,Approach hands to food,State point,830.903,0
636,2,C,activation,Approach hands to food,State point,841.028,0
637,2,C,activation,Approach hands to food,State point,842.112,0
638,2,C,activation,Approach hands to food,State point,853.07,0
639,2,C,activation,Approach hands to food,State point,880.028,0
640,2,C,activation,Approach hands to food,State point,886.819,0
641,2,C,activation,Approach hands to food,State point,892.902,0
642,2,C,activation,Approach hands to food,State point,926.86,0
643,2,C,activation,Approach hands to food,State point,984.568,0
644,2,C,activation,Approach hands to food,State point,1137.82,0
645,2,C,activation,Approach hands to food,State point,1188.11,0
646,2,C,activation,Approach hands to food,State point,1190.77,0
647,2,C,activation,Approach hands to food,State point,1193.11,0
648,2,C,activation,Approach hands to food,State point,1198.23,0
